,Unnamed: 0,sub,band,lang,lab,ch,mod,r
48297,48297,SD021,ap,cat,labeled,RSMA7,full,-0.11753637849038688
48298,48298,SD021,ap,cat,labeled,LMEGOF4,linear,-0.006252657628703818
48299,48299,SD021,ap,cat,labeled,LMEGOF4,full,-0.01461400787180354
48300,48300,SD021,ap,cat,labeled,LMEGOF9,linear,-0.04841687540765728
48301,48301,SD021,ap,cat,labeled,LMEGOF9,full,0.008555003286168851
48302,48302,SD021,ap,cat,labeled,LMEGOF3,linear,0.13743778801040674
48303,48303,SD021,ap,cat,labeled,LMEGOF3,full,0.020659928322729084
48304,48304,SD021,ap,cat,labeled,LTH7,linear,-0.09992608478902958
48305,48305,SD021,ap,cat,labeled,LTH7,full,-0.05756258266813059
48306,48306,SD021,ap,cat,labeled,RSMA15,linear,0.008938813569646691
48307,48307,SD021,ap,cat,labeled,RSMA15,full,0.0660052067879669
48308,48308,SD021,ap,cat,labeled,LMEG9,linear,-0.11731827436453245
48309,48309,SD021,ap,cat,labeled,LMEG9,full,-0.017791376187084804
48310,48310,SD021,ap,cat,labeled,RTH14,linear,0.19277794937032
48311,48311,SD021,ap,cat,labeled,RTH14,full,-0.18072274611405487
48312,48312,SD021,ap,cat,labeled,RMEG10,linear,0.1097711692850035
48313,48313,SD021,ap,cat,labeled,RMEG10,full,-0.14896445478846293
48314,48314,SD021,ap,cat,labeled,LMEG3,linear,0.006306327434964447
48315,48315,SD021,ap,cat,labeled,LMEG3,full,-0.06682534786181933
48316,48316,SD021,ap,cat,labeled,LMEG11,linear,0.13435957916455865
48317,48317,SD021,ap,cat,labeled,LMEG11,full,0.020386128883959218
48318,48318,SD021,ap,cat,labeled,RTH5,linear,0.04606843747923891
48319,48319,SD021,ap,cat,labeled,RTH5,full,0.0030335658924288875
48320,48320,SD021,ap,cat,labeled,LPPV8,linear,-0.02846693623758056
48321,48321,SD021,ap,cat,labeled,LPPV8,full,0.0064768091550271535
48322,48322,SD021,ap,cat,labeled,LSMA14,linear,0.06260484687424445
48323,48323,SD021,ap,cat,labeled,LSMA14,full,-0.0635322787824106
48324,48324,SD021,ap,cat,labeled,LSMA1,linear,0.03612797165486702
48325,48325,SD021,ap,cat,labeled,LSMA1,full,-0.00905240243324498
48326,48326,SD021,ap,cat,labeled,LPPV2,linear,0.10041536807141084
48327,48327,SD021,ap,cat,labeled,LPPV2,full,-0.09853991244857972
48328,48328,SD021,ap,cat,labeled,RMEG2,linear,0.08926817371818473
48329,48329,SD021,ap,cat,labeled,RMEG2,full,-0.1354288245278645
48330,48330,SD021,ap,cat,labeled,LTH15,linear,-0.17139956881859136
48331,48331,SD021,ap,cat,labeled,LTH15,full,0.005312287343379603
48332,48332,SD021,ap,cat,labeled,LMEGOF14,linear,-0.03786588690315304
48333,48333,SD021,ap,cat,labeled,LMEGOF14,full,-0.028256602429241263
48334,48334,SD021,ap,cat,labeled,RMEG8,linear,-0.00012612931562159776
48335,48335,SD021,ap,cat,labeled,RMEG8,full,0.004503639083970067
48336,48336,SD021,bp,eng,unlabeled,LPPV16,linear,-0.0061233424853238475
48337,48337,SD021,bp,eng,unlabeled,LPPV16,full,-0.023122109872977574
48338,48338,SD021,bp,eng,unlabeled,LMEG5,linear,0.029467204698037836
48339,48339,SD021,bp,eng,unlabeled,LMEG5,full,-0.0131498448283971
48340,48340,SD021,bp,eng,unlabeled,LMEG10,linear,0.11768204431259735
48341,48341,SD021,bp,eng,unlabeled,LMEG10,full,0.12062387009602107
48342,48342,SD021,bp,eng,unlabeled,LTH6,linear,-0.01604805587036692
48343,48343,SD021,bp,eng,unlabeled,LTH6,full,-0.025451778933793943
48344,48344,SD021,bp,eng,unlabeled,RTH12,linear,0.02862098914555373
48345,48345,SD021,bp,eng,unlabeled,RTH12,full,0.0034209227581862237
48346,48346,SD021,bp,eng,unlabeled,LMEGOF2,linear,-0.11413630044327396
48347,48347,SD021,bp,eng,unlabeled,LMEGOF2,full,0.003590275914644296
48348,48348,SD021,bp,eng,unlabeled,LMEGOF8,linear,-0.040286402268482666
48349,48349,SD021,bp,eng,unlabeled,LMEGOF8,full,-0.20095823199330207
48350,48350,SD021,bp,eng,unlabeled,RSMA6,linear,0.0002467014332561672
48351,48351,SD021,bp,eng,unlabeled,RSMA6,full,-0.019031719759466752
48352,48352,SD021,bp,eng,unlabeled,LTH13,linear,-0.018726555527814246
48353,48353,SD021,bp,eng,unlabeled,LTH13,full,-0.04358538330483587
48354,48354,SD021,bp,eng,unlabeled,C64,linear,0.12769269353831908
48355,48355,SD021,bp,eng,unlabeled,C64,full,0.1263134861289952
48356,48356,SD021,bp,eng,unlabeled,RFAC6,linear,-0.15746787221677608
48357,48357,SD021,bp,eng,unlabeled,RFAC6,full,0.13007803038996665
48358,48358,SD021,bp,eng,unlabeled,RMEG4,linear,-0.05569894158318988
48359,48359,SD021,bp,eng,unlabeled,RMEG4,full,0.013584731726245228
48360,48360,SD021,bp,eng,unlabeled,RMEG11,linear,-0.0006009483758548743
48361,48361,SD021,bp,eng,unlabeled,RMEG11,full,0.038894556655922466
48362,48362,SD021,bp,eng,unlabeled,LPPV4,linear,0.0192136924681422
48363,48363,SD021,bp,eng,unlabeled,LPPV4,full,0.03328235739267688
48364,48364,SD021,bp,eng,unlabeled,LSMA7,linear,0.09144177133674654
48365,48365,SD021,bp,eng,unlabeled,LSMA7,full,0.007224160539231549
48366,48366,SD021,bp,eng,unlabeled,RTH4,linear,0.006289530724650765
48367,48367,SD021,bp,eng,unlabeled,RTH4,full,0.04194391789452469
48368,48368,SD021,bp,eng,unlabeled,RSMA14,linear,0.0014928537912533384
48369,48369,SD021,bp,eng,unlabeled,RSMA14,full,-0.08939291228916023
48370,48370,SD021,bp,eng,unlabeled,RFAC16,linear,0.035457041756135774
48371,48371,SD021,bp,eng,unlabeled,RFAC16,full,0.057322237631184186
48372,48372,SD021,bp,eng,unlabeled,LPPV3,linear,0.01742474965439577
48373,48373,SD021,bp,eng,unlabeled,LPPV3,full,0.006569019570358561
48374,48374,SD021,bp,eng,unlabeled,RTH3,linear,0.05276770954151827
48375,48375,SD021,bp,eng,unlabeled,RTH3,full,0.09894101464415776
48376,48376,SD021,bp,eng,unlabeled,RFAC11,linear,-0.009246743971121156
48377,48377,SD021,bp,eng,unlabeled,RFAC11,full,0.039534003484416026
48378,48378,SD021,bp,eng,unlabeled,RSMA13,linear,-0.018007438022102768
48379,48379,SD021,bp,eng,unlabeled,RSMA13,full,-0.07431784041921709
48380,48380,SD021,bp,eng,unlabeled,RTH9,linear,-0.05462809593995136
48381,48381,SD021,bp,eng,unlabeled,RTH9,full,0.08358497935371906
48382,48382,SD021,bp,eng,unlabeled,LPPV9,linear,0.02448961131249776
48383,48383,SD021,bp,eng,unlabeled,LPPV9,full,-0.09135816490591422
48384,48384,SD021,bp,eng,unlabeled,RMEG16,linear,-0.051086996614886866
48385,48385,SD021,bp,eng,unlabeled,RMEG16,full,-0.08429840487331991
48386,48386,SD021,bp,eng,unlabeled,RMEG9,linear,-0.09629450253362144
48387,48387,SD021,bp,eng,unlabeled,RMEG9,full,0.20182427431383693
48388,48388,SD021,bp,eng,unlabeled,LMEGOF10,linear,0.007792001135035989
48389,48389,SD021,bp,eng,unlabeled,LMEGOF10,full,-0.03748409060137011
48390,48390,SD021,bp,eng,unlabeled,LTH14,linear,-0.05808193963745562
48391,48391,SD021,bp,eng,unlabeled,LTH14,full,-0.029003999257867792
48392,48392,SD021,bp,eng,unlabeled,C63,linear,0.0029749957944968397
48393,48393,SD021,bp,eng,unlabeled,C63,full,-0.0629905472469066
48394,48394,SD021,bp,eng,unlabeled,RFAC1,linear,-0.020763038813278976
48395,48395,SD021,bp,eng,unlabeled,RFAC1,full,-0.03162651405271402
48396,48396,SD021,bp,eng,unlabeled,RMEG3,linear,0.02496336232263516
48397,48397,SD021,bp,eng,unlabeled,RMEG3,full,0.003637931888947647
48398,48398,SD021,bp,eng,unlabeled,RSMA1,linear,0.035900928619969436
48399,48399,SD021,bp,eng,unlabeled,RSMA1,full,-0.01643600794583206
48400,48400,SD021,bp,eng,unlabeled,LMEGOF5,linear,-0.029746571754324318
48401,48401,SD021,bp,eng,unlabeled,LMEGOF5,full,-0.14038215974956472
48402,48402,SD021,bp,eng,unlabeled,LMEG2,linear,0.0660572257921653
48403,48403,SD021,bp,eng,unlabeled,LMEG2,full,0.0316754710398532
48404,48404,SD021,bp,eng,unlabeled,RTH15,linear,0.03840730228029033
48405,48405,SD021,bp,eng,unlabeled,RTH15,full,0.1890918184306549
48406,48406,SD021,bp,eng,unlabeled,LTH1,linear,-0.045608697815159735
48407,48407,SD021,bp,eng,unlabeled,LTH1,full,0.0015926807831988126
48408,48408,SD021,bp,eng,unlabeled,LMEG8,linear,0.08132653645332291
48409,48409,SD021,bp,eng,unlabeled,LMEG8,full,0.03906217243985242
48410,48410,SD021,bp,eng,unlabeled,LPPV11,linear,-0.0021090807803339946
48411,48411,SD021,bp,eng,unlabeled,LPPV11,full,0.017992439246718568
48412,48412,SD021,bp,eng,unlabeled,LSMA12,linear,0.13269106225403518
48413,48413,SD021,bp,eng,unlabeled,LSMA12,full,0.06858779865489048
48414,48414,SD021,bp,eng,unlabeled,LTH5,linear,0.0005670117212694715
48415,48415,SD021,bp,eng,unlabeled,LTH5,full,-0.00781589470715408
48416,48416,SD021,bp,eng,unlabeled,RTH11,linear,0.006854961018345414
48417,48417,SD021,bp,eng,unlabeled,RTH11,full,-0.05558517745139
48418,48418,SD021,bp,eng,unlabeled,LMEG13,linear,-0.03894133900122308
48419,48419,SD021,bp,eng,unlabeled,LMEG13,full,-0.043531228435746916
48420,48420,SD021,bp,eng,unlabeled,LMEG6,linear,0.02749439802419017
48421,48421,SD021,bp,eng,unlabeled,LMEG6,full,-0.018359417460650646
48422,48422,SD021,bp,eng,unlabeled,LPPV15,linear,-0.019164446231156228
48423,48423,SD021,bp,eng,unlabeled,LPPV15,full,0.007009644511393303
48424,48424,SD021,bp,eng,unlabeled,RSMA5,linear,-0.008366162972818602
48425,48425,SD021,bp,eng,unlabeled,RSMA5,full,-0.0362364914120801
48426,48426,SD021,bp,eng,unlabeled,LMEGOF1,linear,0.060146976740691825
48427,48427,SD021,bp,eng,unlabeled,LMEGOF1,full,0.004995069140635742
48428,48428,SD021,bp,eng,unlabeled,RMEG7,linear,0.05365444770117268
48429,48429,SD021,bp,eng,unlabeled,RMEG7,full,0.06726330546697347
48430,48430,SD021,bp,eng,unlabeled,RFAC5,linear,-0.0966577478836716
48431,48431,SD021,bp,eng,unlabeled,RFAC5,full,0.09525123987955056
48432,48432,SD021,bp,eng,unlabeled,LTH10,linear,-0.0008866994918189369
48433,48433,SD021,bp,eng,unlabeled,LTH10,full,0.020455768350161347
48434,48434,SD021,bp,eng,unlabeled,LMEGOF14,linear,0.10222555926611107
48435,48435,SD021,bp,eng,unlabeled,LMEGOF14,full,0.09657132504684894
48436,48436,SD021,bp,eng,unlabeled,RFAC15,linear,-0.04342866164895992
48437,48437,SD021,bp,eng,unlabeled,RFAC15,full,0.08171181961650069
48438,48438,SD021,bp,eng,unlabeled,RTH7,linear,-0.05637858699813589
48439,48439,SD021,bp,eng,unlabeled,RTH7,full,-0.02157870203961179
48440,48440,SD021,bp,eng,unlabeled,LSMA4,linear,0.030341643928720418
48441,48441,SD021,bp,eng,unlabeled,LSMA4,full,-0.016650695273175427
48442,48442,SD021,bp,eng,unlabeled,LPPV7,linear,0.024727639912371348
48443,48443,SD021,bp,eng,unlabeled,LPPV7,full,-0.020442158369207642
48444,48444,SD021,bp,eng,unlabeled,RMEG12,linear,0.15687077096025634
48445,48445,SD021,bp,eng,unlabeled,RMEG12,full,0.02943774189656463
48446,48446,SD021,bp,eng,unlabeled,RMEG15,linear,0.06960149938603677
48447,48447,SD021,bp,eng,unlabeled,RMEG15,full,-0.0140091956322796
48448,48448,SD021,bp,eng,unlabeled,LSMA9,linear,0.09238672804679572
48449,48449,SD021,bp,eng,unlabeled,LSMA9,full,-0.01904695693445785
48450,48450,SD021,bp,eng,unlabeled,RFAC12,linear,-0.008149537651747571
48451,48451,SD021,bp,eng,unlabeled,RFAC12,full,0.2049632870075214
48452,48452,SD021,bp,eng,unlabeled,RSMA10,linear,0.06141409608751546
48453,48453,SD021,bp,eng,unlabeled,RSMA10,full,0.020133727963732587
48454,48454,SD021,bp,eng,unlabeled,LSMA3,linear,0.015659440532779255
48455,48455,SD021,bp,eng,unlabeled,LSMA3,full,-0.031713503621866763
48456,48456,SD021,bp,eng,unlabeled,RFAC2,linear,-0.03125496569353655
48457,48457,SD021,bp,eng,unlabeled,RFAC2,full,-0.05617039488100648
48458,48458,SD021,bp,eng,unlabeled,LMEGOF13,linear,0.03615634065879278
48459,48459,SD021,bp,eng,unlabeled,LMEGOF13,full,0.07806102167114297
48460,48460,SD021,bp,eng,unlabeled,RFAC8,linear,-0.04475691897674885
48461,48461,SD021,bp,eng,unlabeled,RFAC8,full,0.038477417598386715
48462,48462,SD021,bp,eng,unlabeled,LMEGOF6,linear,-0.07224295929011887
48463,48463,SD021,bp,eng,unlabeled,LMEGOF6,full,-0.1522512886421266
48464,48464,SD021,bp,eng,unlabeled,RSMA2,linear,-0.04076032686062889
48465,48465,SD021,bp,eng,unlabeled,RSMA2,full,-0.07557227149176958
48466,48466,SD021,bp,eng,unlabeled,RSMA8,linear,0.028276407018076426
48467,48467,SD021,bp,eng,unlabeled,RSMA8,full,0.14183645998276825
48468,48468,SD021,bp,eng,unlabeled,LSMA11,linear,-0.12614053742184167
48469,48469,SD021,bp,eng,unlabeled,LSMA11,full,-0.06532236045789618
48470,48470,SD021,bp,eng,unlabeled,LPPV12,linear,0.03757916030751725
48471,48471,SD021,bp,eng,unlabeled,LPPV12,full,-0.013989652372690266
48472,48472,SD021,bp,eng,unlabeled,RTH16,linear,-0.02072668957518716
48473,48473,SD021,bp,eng,unlabeled,RTH16,full,0.022112832850008358
48474,48474,SD021,bp,eng,unlabeled,LTH2,linear,0.0627513223354403
48475,48475,SD021,bp,eng,unlabeled,LTH2,full,0.10579259407161433
48476,48476,SD021,bp,eng,unlabeled,LMEG14,linear,-0.16064710297125734
48477,48477,SD021,bp,eng,unlabeled,LMEG14,full,-0.11136150721129444
48478,48478,SD021,bp,eng,unlabeled,LTH8,linear,0.0005769167578800262
48479,48479,SD021,bp,eng,unlabeled,LTH8,full,0.011627502033037985
48480,48480,SD021,bp,eng,unlabeled,LMEG1,linear,-0.0011241292739958364
48481,48481,SD021,bp,eng,unlabeled,LMEG1,full,-0.005709892470103849
48482,48482,SD021,bp,eng,unlabeled,LMEGOF4,linear,-0.03874742441377376
48483,48483,SD021,bp,eng,unlabeled,LMEGOF4,full,-0.14012608784656946
48484,48484,SD021,bp,eng,unlabeled,LMEG9,linear,0.09808691197627048
48485,48485,SD021,bp,eng,unlabeled,LMEG9,full,0.07204364097308474
48486,48486,SD021,bp,eng,unlabeled,LMEG16,linear,-0.06469624854680868
48487,48487,SD021,bp,eng,unlabeled,LMEG16,full,-0.052676998618285634
48488,48488,SD021,bp,eng,unlabeled,RTH14,linear,0.002029258710951074
48489,48489,SD021,bp,eng,unlabeled,RTH14,full,0.11420160890839832
48490,48490,SD021,bp,eng,unlabeled,LMEG3,linear,0.04489975175242445
48491,48491,SD021,bp,eng,unlabeled,LMEG3,full,0.05770253953861312
48492,48492,SD021,bp,eng,unlabeled,LSMA13,linear,0.0015202127560334751
48493,48493,SD021,bp,eng,unlabeled,LSMA13,full,0.016475676582955113
48494,48494,SD021,bp,eng,unlabeled,LPPV10,linear,-0.0080974447989989
48495,48495,SD021,bp,eng,unlabeled,LPPV10,full,-0.06838432173481168
48496,48496,SD021,bp,eng,unlabeled,LPPV8,linear,0.010648229453867728
48497,48497,SD021,bp,eng,unlabeled,LPPV8,full,-0.07647813942912261
48498,48498,SD021,bp,eng,unlabeled,RTH8,linear,-0.048815876462120315
48499,48499,SD021,bp,eng,unlabeled,RTH8,full,0.03233612914215591
48500,48500,SD021,bp,eng,unlabeled,LSMA1,linear,-0.0025515668875707533
48501,48501,SD021,bp,eng,unlabeled,LSMA1,full,0.023410580196733397
48502,48502,SD021,bp,eng,unlabeled,RTH2,linear,0.010016986247060345
48503,48503,SD021,bp,eng,unlabeled,RTH2,full,0.0275374098449127
48504,48504,SD021,bp,eng,unlabeled,RFAC10,linear,-0.04047335542845841
48505,48505,SD021,bp,eng,unlabeled,RFAC10,full,-0.012775211781304032
48506,48506,SD021,bp,eng,unlabeled,RSMA12,linear,-0.009501468284171704
48507,48507,SD021,bp,eng,unlabeled,RSMA12,full,0.039311171394813035
48508,48508,SD021,bp,eng,unlabeled,LPPV2,linear,0.05165328461068086
48509,48509,SD021,bp,eng,unlabeled,LPPV2,full,0.061713205264234315
48510,48510,SD021,bp,eng,unlabeled,RMEG2,linear,0.06150943974046238
48511,48511,SD021,bp,eng,unlabeled,RMEG2,full,-0.029369515776870855
48512,48512,SD021,bp,eng,unlabeled,LMEGOF11,linear,0.16391291267294014
48513,48513,SD021,bp,eng,unlabeled,LMEGOF11,full,-0.07919475923875019
48514,48514,SD021,bp,eng,unlabeled,LTH15,linear,-0.00957295480368552
48515,48515,SD021,bp,eng,unlabeled,LTH15,full,0.010817446177287615
48516,48516,SD021,bp,eng,unlabeled,RMEG8,linear,-0.16203570026796446
48517,48517,SD021,bp,eng,unlabeled,RMEG8,full,0.19854740279393096
48518,48518,SD021,bp,eng,unlabeled,RFAC7,linear,-0.11571201768548907
48519,48519,SD021,bp,eng,unlabeled,RFAC7,full,0.13762678665908526
48520,48520,SD021,bp,eng,unlabeled,RMEG5,linear,-0.028327975743987405
48521,48521,SD021,bp,eng,unlabeled,RMEG5,full,0.03221991547827971
48522,48522,SD021,bp,eng,unlabeled,LTH12,linear,0.016069280924463226
48523,48523,SD021,bp,eng,unlabeled,LTH12,full,-0.004760010257415632
48524,48524,SD021,bp,eng,unlabeled,LMEGOF16,linear,-0.11984414284906472
48525,48525,SD021,bp,eng,unlabeled,LMEGOF16,full,-0.013583033706948236
48526,48526,SD021,bp,eng,unlabeled,RMEG10,linear,-0.062047318065680514
48527,48527,SD021,bp,eng,unlabeled,RMEG10,full,0.10419404105932104
48528,48528,SD021,bp,eng,unlabeled,RTH5,linear,-0.01748601653925751
48529,48529,SD021,bp,eng,unlabeled,RTH5,full,0.016237285662116668
48530,48530,SD021,bp,eng,unlabeled,LSMA6,linear,0.0682736204266811
48531,48531,SD021,bp,eng,unlabeled,LSMA6,full,-0.01545431074503845
48532,48532,SD021,bp,eng,unlabeled,RSMA15,linear,-0.010660356772400549
48533,48533,SD021,bp,eng,unlabeled,RSMA15,full,0.03552968076907045
48534,48534,SD021,bp,eng,unlabeled,LPPV5,linear,0.011599939771580177
48535,48535,SD021,bp,eng,unlabeled,LPPV5,full,-0.00568353782748823
48536,48536,SD021,bp,eng,unlabeled,LSMA14,linear,-0.07954792965105482
48537,48537,SD021,bp,eng,unlabeled,LSMA14,full,0.007241072464147407
48538,48538,SD021,bp,eng,unlabeled,LMEG11,linear,0.07824224402849443
48539,48539,SD021,bp,eng,unlabeled,LMEG11,full,0.08605056312489365
48540,48540,SD021,bp,eng,unlabeled,LTH7,linear,-0.012611124431464196
48541,48541,SD021,bp,eng,unlabeled,LTH7,full,0.04346481227045143
48542,48542,SD021,bp,eng,unlabeled,RTH13,linear,0.041093705903859634
48543,48543,SD021,bp,eng,unlabeled,RTH13,full,0.011561046436144466
48544,48544,SD021,bp,eng,unlabeled,LMEG4,linear,0.03079680516333972
48545,48545,SD021,bp,eng,unlabeled,LMEG4,full,0.0068106726595027756
48546,48546,SD021,bp,eng,unlabeled,LMEGOF9,linear,-0.01957093267816733
48547,48547,SD021,bp,eng,unlabeled,LMEGOF9,full,-0.1338622723586198
48548,48548,SD021,bp,eng,unlabeled,LMEGOF3,linear,-0.037601493641448734
48549,48549,SD021,bp,eng,unlabeled,LMEGOF3,full,-0.051485462787824815
48550,48550,SD021,bp,eng,unlabeled,RSMA7,linear,0.023675572396974844
48551,48551,SD021,bp,eng,unlabeled,RSMA7,full,0.03390358597179579
48552,48552,SD021,bp,eng,unlabeled,LMEGOF7,linear,0.007211961746383887
48553,48553,SD021,bp,eng,unlabeled,LMEGOF7,full,-0.1283701040937518
48554,48554,SD021,bp,eng,unlabeled,RSMA9,linear,-0.08417921653174971
48555,48555,SD021,bp,eng,unlabeled,RSMA9,full,-0.08423840450995784
48556,48556,SD021,bp,eng,unlabeled,RSMA3,linear,-0.04783818342205546
48557,48557,SD021,bp,eng,unlabeled,RSMA3,full,-0.060036041103957334
48558,48558,SD021,bp,eng,unlabeled,LPPV13,linear,0.02195430829668648
48559,48559,SD021,bp,eng,unlabeled,LPPV13,full,0.0486317466973498
48560,48560,SD021,bp,eng,unlabeled,LSMA10,linear,0.05507529341379293
48561,48561,SD021,bp,eng,unlabeled,LSMA10,full,-0.09796554032976024
48562,48562,SD021,bp,eng,unlabeled,LTH9,linear,-0.0013442771462664905
48563,48563,SD021,bp,eng,unlabeled,LTH9,full,0.051249161664015296
48564,48564,SD021,bp,eng,unlabeled,LTH3,linear,0.029288337753541543
48565,48565,SD021,bp,eng,unlabeled,LTH3,full,0.0010447133714983515
48566,48566,SD021,bp,eng,unlabeled,LMEG15,linear,-0.06292552856324551
48567,48567,SD021,bp,eng,unlabeled,LMEG15,full,-0.09992756948207826
48568,48568,SD021,bp,eng,unlabeled,RMEG14,linear,0.04893615307834855
48569,48569,SD021,bp,eng,unlabeled,RMEG14,full,0.03818970966745973
48570,48570,SD021,bp,eng,unlabeled,LPPV1,linear,-0.01509740492586481
48571,48571,SD021,bp,eng,unlabeled,LPPV1,full,0.058457851008145476
48572,48572,SD021,bp,eng,unlabeled,RFAC13,linear,0.029988294050923736
48573,48573,SD021,bp,eng,unlabeled,RFAC13,full,0.1942464641631719
48574,48574,SD021,bp,eng,unlabeled,RSMA11,linear,0.04464276087768708
48575,48575,SD021,bp,eng,unlabeled,RSMA11,full,0.026295541863974408
48576,48576,SD021,bp,eng,unlabeled,RTH1,linear,0.03146955578050355
48577,48577,SD021,bp,eng,unlabeled,RTH1,full,0.04105901156575257
48578,48578,SD021,bp,eng,unlabeled,LSMA2,linear,-0.009425438673023246
48579,48579,SD021,bp,eng,unlabeled,LSMA2,full,0.0023480693354872096
48580,48580,SD021,bp,eng,unlabeled,LSMA8,linear,0.08132520374936719
48581,48581,SD021,bp,eng,unlabeled,LSMA8,full,0.0009823774656655246
48582,48582,SD021,bp,eng,unlabeled,RFAC9,linear,-0.07320574313914707
48583,48583,SD021,bp,eng,unlabeled,RFAC9,full,-0.05100636898239522
48584,48584,SD021,bp,eng,unlabeled,LMEGOF12,linear,0.12296063762604276
48585,48585,SD021,bp,eng,unlabeled,LMEGOF12,full,-0.03587400762215085
48586,48586,SD021,bp,eng,unlabeled,LTH16,linear,-0.015715512648468787
48587,48587,SD021,bp,eng,unlabeled,LTH16,full,-0.11766964237768568
48588,48588,SD021,bp,eng,unlabeled,RMEG1,linear,-0.10498702615288236
48589,48589,SD021,bp,eng,unlabeled,RMEG1,full,-0.1442533933783288
48590,48590,SD021,bp,eng,unlabeled,RFAC3,linear,-0.05391606861320332
48591,48591,SD021,bp,eng,unlabeled,RFAC3,full,-0.046897566011144066
48592,48592,SD021,bp,eng,unlabeled,LTH11,linear,0.039742854720443636
48593,48593,SD021,bp,eng,unlabeled,LTH11,full,-0.003876981168858767
48594,48594,SD021,bp,eng,unlabeled,LMEGOF15,linear,-6.936274774455439e-05
48595,48595,SD021,bp,eng,unlabeled,LMEGOF15,full,0.05943443302254246
48596,48596,SD021,bp,eng,unlabeled,RMEG6,linear,0.00172930800773235
48597,48597,SD021,bp,eng,unlabeled,RMEG6,full,0.07105023376323888
48598,48598,SD021,bp,eng,unlabeled,RFAC4,linear,-0.06660818098499388
48599,48599,SD021,bp,eng,unlabeled,RFAC4,full,0.06345696972797549
48600,48600,SD021,bp,eng,unlabeled,LPPV6,linear,0.022018410456255702
48601,48601,SD021,bp,eng,unlabeled,LPPV6,full,-0.004613633152873171
48602,48602,SD021,bp,eng,unlabeled,RSMA16,linear,0.09111425974671664
48603,48603,SD021,bp,eng,unlabeled,RSMA16,full,0.09529571029037673
48604,48604,SD021,bp,eng,unlabeled,RFAC14,linear,-0.09265732076477576
48605,48605,SD021,bp,eng,unlabeled,RFAC14,full,0.11544527027302065
48606,48606,SD021,bp,eng,unlabeled,LSMA5,linear,0.02176192293179488
48607,48607,SD021,bp,eng,unlabeled,LSMA5,full,0.004504552277761526
48608,48608,SD021,bp,eng,unlabeled,RTH6,linear,-0.0392099106552199
48609,48609,SD021,bp,eng,unlabeled,RTH6,full,-0.0062135695535310105
48610,48610,SD021,bp,eng,unlabeled,RMEG13,linear,0.0672153861902136
48611,48611,SD021,bp,eng,unlabeled,RMEG13,full,0.020497356746708613
48612,48612,SD021,bp,eng,unlabeled,LMEG7,linear,0.009004910524454512
48613,48613,SD021,bp,eng,unlabeled,LMEG7,full,-0.004438310738592117
48614,48614,SD021,bp,eng,unlabeled,LTH4,linear,0.0359903181634036
48615,48615,SD021,bp,eng,unlabeled,LTH4,full,-0.011030141930644652
48616,48616,SD021,bp,eng,unlabeled,RTH10,linear,-0.042710284984386136
48617,48617,SD021,bp,eng,unlabeled,RTH10,full,-0.04050350134918263
48618,48618,SD021,bp,eng,unlabeled,LMEG12,linear,0.018904474982844137
48619,48619,SD021,bp,eng,unlabeled,LMEG12,full,0.02454705552120194
48620,48620,SD021,bp,eng,unlabeled,LPPV14,linear,-0.006062720687987248
48621,48621,SD021,bp,eng,unlabeled,LPPV14,full,0.037832567638956656
48622,48622,SD021,bp,eng,unlabeled,RSMA4,linear,-0.0397509408692862
48623,48623,SD021,bp,eng,unlabeled,RSMA4,full,-0.06822164866858517
48624,48624,SD021,bp,eng,labeled,LPPV16,linear,-0.006675636950957632
48625,48625,SD021,bp,eng,labeled,LPPV16,full,-0.033181640640942804
48626,48626,SD021,bp,eng,labeled,LMEG5,linear,-0.017942290481745674
48627,48627,SD021,bp,eng,labeled,LMEG5,full,-0.07712734039395211
48628,48628,SD021,bp,eng,labeled,LMEG10,linear,-0.10063667803787532
48629,48629,SD021,bp,eng,labeled,LMEG10,full,-0.049617581472146725
48630,48630,SD021,bp,eng,labeled,LTH6,linear,-0.009213458155619208
48631,48631,SD021,bp,eng,labeled,LTH6,full,-0.04748548916239032
48632,48632,SD021,bp,eng,labeled,RTH12,linear,-0.030551700929594132
48633,48633,SD021,bp,eng,labeled,RTH12,full,-0.10946966934042206
48634,48634,SD021,bp,eng,labeled,LMEGOF2,linear,0.13732893287399922
48635,48635,SD021,bp,eng,labeled,LMEGOF2,full,-0.07647627107665829
48636,48636,SD021,bp,eng,labeled,LMEGOF8,linear,-0.10019311210007552
48637,48637,SD021,bp,eng,labeled,LMEGOF8,full,-0.0330039478138084
48638,48638,SD021,bp,eng,labeled,RSMA6,linear,0.007782411712087755
48639,48639,SD021,bp,eng,labeled,RSMA6,full,-0.028119590563064848
48640,48640,SD021,bp,eng,labeled,LTH13,linear,0.0013017304152431756
48641,48641,SD021,bp,eng,labeled,LTH13,full,-0.09290260562723136
48642,48642,SD021,bp,eng,labeled,C64,linear,-0.1530496239466958
48643,48643,SD021,bp,eng,labeled,C64,full,0.03618219820456491
48644,48644,SD021,bp,eng,labeled,RFAC6,linear,-0.1783380619739323
48645,48645,SD021,bp,eng,labeled,RFAC6,full,0.043578747365446174
48646,48646,SD021,bp,eng,labeled,RMEG4,linear,-0.012131182005389091
48647,48647,SD021,bp,eng,labeled,RMEG4,full,-0.08163463878435337
48648,48648,SD021,bp,eng,labeled,RMEG11,linear,-0.02538196438618961
